date,locality,state,location_detail,online,type,title,macroevent,actors,organizations,participants,claims,valence,issues,issues_major,size_text,size_low,size_high,size_mean,size_cat,arrests,arrests_any,injuries_crowd,injuries_crowd_any,injuries_police,injuries_police_any,property_damage,property_damage_any,chemical_agents,participant_measures,police_measures,participant_deaths,police_deaths,source_1,source_2,source_3,source_4,source_5,source_6,source_7,source_8,source_9,source_10,source_11,source_12,source_13,source_14,source_15,source_16,source_17,source_18,source_19,source_20,source_21,source_22,source_23,source_24,source_25,source_26,source_27,source_28,source_29,source_30,notes,lat,lon,resolved_locality,resolved_county,resolved_state,fips_code
2022-01-13,Oakland,CA,"Kaiser Oakland Medical Center, 3600 Broadway",0,demonstration,"Staff Up! For Safe Care, End Crisis Care Now",NA,National Nurses United,National Nurses United,NA,"for safe staffing in hospitals during COVID-19 pandemic, for investment in safe staffing by hospital industry, for action by President Biden on his campaign promise to protect nurses and prioritize public health",0,banking and finance; covid; economy; healthcare; presidency,banking and finance; covid; economy; healthcare; presidency,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.nationalnursesunited.org/january-13-national-day-of-action,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staff Up! For Safe Care, End Crisis Care Now",37.8043514,-122.2711639,Oakland,Alameda County,CA,06001
2020-10-22,New York,NY,"McCarren Park, Brooklyn",0,gathering,NA,NA,general protesters,NA,NA,"against racism, against police violence",1,policing; racism,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,https://twitter.com/protest_nyc/status/1319308339319361537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7127753,-74.0059728,New York,NA,NY,36047
2021-12-12,New York,NY,"Carl Schurz Park, Manhattan",0,vigil; march,NA,NA,Upper East Side for Black Lives Matter,Upper East Side for Black Lives Matter,NA,"against racism, against police violence",1,policing; racism,policing; racism,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.instagram.com/p/CXZJLZ9l4yJ/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,every Sunday,40.7127753,-74.0059728,New York,NA,NY,36061
2020-10-11,Boise,ID,State St,0,demonstration,NA,NA,general protesters,NA,NA,"against racism, against hate, for American values, for equality, Black Lives Matter, for voting rights, in support of veterans and active-duty military, respect science",1,democracy; military; policing; racism; science,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,https://www.kivitv.com/news/honk-for-american-values-demonstration-continues-for-100-straight-days,https://www.idahopress.com/news/local/honk-for-american-values-demonstrators-near-100-consecutive-days/article_088f414c-ac84-5f55-b84e-b3f811add6be.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.615019,-116.202314,Boise,Ada County,ID,16001
2022-01-09,Chicago,IL,Illinois Centennial Monument,0,rally; march,End the Mandates Rally,NA,Libertarian Party of Chicago; South Suburban Libertarian Chapter,Libertarian Party of Chicago; South Suburban Libertarian Chapter,NA,"against COVID-19 pandemic mandates, against government overreach",2,covid,covid,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.facebook.com/events/455605156191046/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,End the Mandates Rally marching to home of Mayor Lightfoot,41.878114,-87.629798,Chicago,Cook County,IL,17031
2021-04-19,Fremont,CA,NA,0,protest,NA,NA,parents,NA,parents,for return to in-person schooling during coronavirus pandemic,0,covid; education,covid; education,count video,60,80,70,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://sanfrancisco.cbslocal.com/video/5504779-parents-protest-fremont-unified-school-district-reopening-plans/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.54854,-121.988583,Fremont,Alameda County,CA,06001
2019-03-15,York,PA,York City Square,0,Demonstration,NA,NA,environmental activists; students,NA,NA,call for action to address climate change; pro-environment,1,environment,NA,FFF: 16,16,16,16,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,https://www.fridaysforfuture.org/events/list,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once only,39.9625984,-76.727745,York,York County,PA,42133
2019-09-20,Angels Camp,CA,Corner of Highways 4 and 49,0,demonstration,NA,NA,NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,environment,NA,count pic,12,12,12,1,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",https://twitter.com/ljmnunn/status/1175218721314373632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corner of Highways 4 and 49,38.067783,-120.53853,Angels Camp,Calaveras County,CA,06009
2021-10-29,Jackson,MS,Jackson Women's Health Organization,0,vigil,NA,20211029-jackson-abortion,Live Action,Live Action,NA,"against abortion, for Christian values",2,religion; reproductive rights,religion; reproductive rights,count video,20,30,25,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.wjtv.com/news/local-news/prayer-vigil-crashed-by-protesters-at-jacksons-abortion-clinic/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.298757,-90.18481,Jackson,Hinds County,MS,28049
2021-05-19,New York,NY,"Carl Schurz Park, Manhattan",0,vigil; march,NA,NA,Upper East Side for Black Lives Matter,Upper East Side for Black Lives Matter,NA,"against racism, against police violence",1,policing; racism,policing; racism,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.instagram.com/p/CPB66EAHAA9/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7127753,-74.0059728,New York,NA,NY,36061
2021-02-12,Washington,DC,"Tifereth Israel Congregation, 7701 16th St NW",0,vigil,Vigil Against Racism,NA,Tifereth Israel Congregation,Tifereth Israel Congregation,NA,"against racism, in solidarity with the Black Lives Matter movement",1,policing; racism,policing; racism,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://tiferethdc.shulcloud.com/event/vigil-against-racism.html,https://www.washingtonjewishweek.com/keeping-a-vigil-against-racism-two-years-and-counting/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vigil Against Racism every Friday since June 2020,38.9071923,-77.0368707,Washington,District of Columbia,DC,11001
2022-03-30,Natick,MA,Natick Common,0,demonstration,NA,NA,Fridays for Future Natick,Fridays for Future Natick,NA,"for climate action, clean energy = energy security, save money go solar insulate help the planet",1,energy; environment,environment,count pic,3,3,3,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.facebook.com/groups/322942656342350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,every Wednesday,42.277528,-71.346809,Natick,Middlesex County,MA,25017
2022-06-11,Raleigh,NC,Halifax Mall,0,rally,"March For Our Lives Raleigh, NC",NA,March for Our Lives; students,March for Our Lives,students,"against gun violence, for gun control legislation, for safer schools, schools need funds not guns, vote, we are students we are victims we are change, for an end to the ""lockdown generation,"" protect kids not guns; kids before guns, we march for those who can't, enough",1,covid; education; guns; legislative,covid; education; guns; legislative,hundreds,200,200,200,2,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://marchforourlives.com/march22/,https://twitter.com/Ryan_ETyler/status/1535650477056086016,https://news.yahoo.com/hundreds-gather-raleigh-march-lives-202057665.html?,https://www.cbs17.com/news/local-news/dozens-rally-to-end-gun-violence-in-march-for-our-lives-protest-in-raleigh/,https://ncpolicywatch.com/2022/06/13/raleigh-march-for-our-lives-demonstrators-demand-action-from-lawmakers-in-combating-gun-violence/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March For Our Lives Raleigh, NC",35.7795897,-78.6381787,Raleigh,Wake County,NC,37183
2018-06-24,Mankato,MN,NA,0,vigil,NA,NA,Peace Vigil Mankato,Peace Vigil Mankato,NA,for peace,0,military,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.mankatofreepress.com/news/local_news/coming-sunday-weekly-vigil-promotes-peace/article_56859594-a97a-11ed-b810-53576c395f5b.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,every Sunday since 2001,44.163578,-93.9994,Mankato,Blue Earth County,MN,27013
2021-12-18,Chula Vista,CA,"Republic Services, 881 Energy Way",0,strike; picket,NA,NA,Teamsters Local 542,Teamsters Local 542,NA,for higher pay for Republic Services sanitation workers,0,labor,labor,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.sandiegouniontribune.com/business/story/2021-12-17/250-trash-and-collection-workers-in-san-diego-go-on-strike?_amp=true,https://teamster.org/2021/12/republic-services-sanitation-workers-in-san-diego-authorize-strike-creating-potential-holiday-labor-dispute/,https://twitter.com/shaunmartinez/status/1473002910359252992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.640054,-117.084196,Chula Vista,San Diego County,CA,06073
2021-12-05,Renton,WA,"Gary Merlino Construction, 6808 S 140th",0,strike; picket,NA,NA,Teamsters Local 174,Teamsters Local 174,NA,"against unfair labor practices at Gary Merlino Construction, for higher pay",0,development; labor,development; labor,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.thestand.org/2021/11/teamsters-174-on-ulp-strike-at-gary-merlino-construction/,https://teamsters174.net/teamsters-local-174-strike-at-gary-merlino-construction-enters-fifth-day/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.4796927,-122.2079218,Renton,King County,WA,53033
2021-05-22,Athens,GA,"UGA Arch, University of Georgia",0,demonstration,NA,NA,Athens Area DSA; Answer Coalition,Athens Area DSA; Answer Coalition,NA,in solidarity with Palestine,0,foreign affairs,foreign affairs,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://twitter.com/UGA_SJP/status/1395473437414600710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.951935,-83.357567,Athens,Clarke County,GA,13059
2018-07-21,San Francisco,CA,ICE Headquarters to Aquatic Park,0,rally; march; protest,NA,NA,coalition of organizations,NA,NA,demanding action on climate change; protesting family separation at border,1,environment; immigration,NA,FB: 41,41,41,41,1,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,https://www.facebook.com/events/471429243297692/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.7749295,-122.4194155,San Francisco,San Francisco County,CA,06075
2023-04-23,Durango,CO,Buckley Park,0,rally,Justice for Tortuguita!,NA,Dirty Hands Collective,Dirty Hands Collective,NA,"in remembrance of Tortuguita, against construction of Cop City police training facility in Atlanta Forest, for environmental conservation, against police brutality, against racism",1,development; environment; policing; racism,development; environment; policing; racism,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.instagram.com/p/CrSPeCHLYjz/?hl=en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Justice for Tortuguita!,37.27528,-107.880067,Durango,La Plata County,CO,08067
2022-02-26,Portland,OR,Normandale Park,0,vigil,NA,NA,NA,NA,NA,"in remembrance of Karen Knightly aka T-Rex, against against fascism, Black Lives Matter, ACAB, white supremacy stole our comrade, Ted and Andy are to blame, we got us",1,democracy; policing; racism,democracy,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://twitter.com/conr_mccarthy/status/1495498228472725509,https://www.instagram.com/p/CaOFyNbhvna/,https://twitter.com/AlissaAzar/status/1496355321392300033,https://twitter.com/CharlieDulac/status/1496466002770550785,https://twitter.com/WhiteRoseOfSal1/status/1496509318102978560,https://twitter.com/tuesdaylongway/status/1496675868004864003,https://twitter.com/theradioradical/status/1496639268243922948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.515232,-122.6783853,Portland,Multnomah County,OR,41051
2022-05-15,Lawrenceville,NJ,"Shred-It, 649 Whitehead Rd",0,strike; picket,NA,NA,Teamsters Local 469,Teamsters Local 469,NA,"against unfair labor practices at Shred-It, for higher pay for drivers and helpers",0,labor,labor,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.instagram.com/p/CXv74K0svtK/?utm_source=ig_web_copy_link,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.301637,-74.736101,Lawrence Township,Mercer County,NJ,34021
2021-09-23,Atlanta,GA,180 Ted Turner Dr SW,0,rally,#CommunitiesNotCages National Day of Action,NA,Detention Watch Network; Georgia Latino Alliance for Human Rights,Detention Watch Network; Georgia Latino Alliance for Human Rights,NA,"for ending deportations of immigrants, for shutting down all ICE detention centers, for freeing everyone from ICE detention, communities not cages",1,immigration,immigration,about three dozen,36,36,36,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.indybay.org/newsitems/2021/09/18/18844956.php,https://twitter.com/DetentionWatch/status/1440400289547255816,https://twitter.com/GLAHR_/status/1441129802514247681,https://www.ajc.com/news/immigration-activists-rally-for-reform-in-front-of-ice-office-in-atlanta/YWGXW253UJGM3AQG36RRQZ3UR4/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#CommunitiesNotCages National Day of Action,33.748995,-84.387982,Atlanta,Fulton County,GA,13121
2019-08-07,Seattle,WA,Delridge Community Center,0,vigil,NA,NA,West Seattle Mamas Mobilize,NA,NA,against white supremacy; for gun reform,1,guns; racism,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,https://www.facebook.com/events/349186072638209/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#ElPasoFirme Vigil,47.6061389,-122.3328481,Seattle,King County,WA,53033
2021-05-28,Yuma,AZ,24th St & 4th Ave,0,demonstration,Free Palestine!,NA,Abolition Yuma County,Abolition Yuma County,NA,"in solidarity with Palestine, end Israeli apartheid",0,foreign affairs,foreign affairs,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.facebook.com/events/227555875443492/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Free Palestine!,32.6926512,-114.6276916,Yuma,Yuma County,AZ,04027
2019-09-20,Toledo,OH,"Centennial Mall, The University of Toledo; 3154 N. Towerview Boulevard",0,demonstration,NA,NA,general protestors,NA,NA,"for urgent action on climate change, for climate justice and equity",1,environment,NA,count video,20,50,35,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,https://globalclimatestrike.net/,https://www.13abc.com/content/news/Toledoans-join-millions-worldwide-in-Global-Climate-Strike-560910471.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.6528052,-83.5378674,Toledo,Lucas County,OH,39095
2024-03-24,Portland,OR,Couch Park,0,rally; march,All Out for Al-Shifa Hospital,NA,Portland for Palestine,Portland for Palestine,NA,"against Israel's military attack on Al-Shifa Hospital, for Palestinian liberation, land back from Turtle Island to Palestine, , ceasefire now, we stand with Palestine, free Palestine, for women's action against Zionist [illegible]",0,foreign affairs; healthcare; indigenous peoples; military; religion; women's rights,foreign affairs; healthcare; military; religion; women's rights,three dozen,36,36,36,1,NA,0,NA,0,NA,0,NA,0,0,megaphone; 2-mile march through area neighborhoods,NA,NA,NA,https://twitter.com/RisingPDX/status/1770677801257234824,https://fightbacknews.org/articles/portland-activists-blast-genocide-in-gaza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,All Out for Al-Shifa Hospital,45.515232,-122.6783853,Portland,Multnomah County,OR,41051
2021-08-17,Augusta,ME,442 Civic Center Dr,0,rally,Health Professionals Against Line 3 National Day of Action,NA,health care workers,NA,health care workers,"against Line 3 oil pipeline, for climate action, for indigenous peoples' rights",1,energy; environment; indigenous peoples,energy; environment; indigenous peoples,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://sites.google.com/view/healthagainstline3/home,https://grist.org/health/health-care-workers-line-3-rally-indigenous-water-protectors/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Health Professionals Against Line 3 National Day of Action,44.310624,-69.77949,Augusta,Kennebec County,ME,23011
2020-12-09,Olympia,WA,Washington State Capitol,0,demonstration,NA,NA,Washington Community Action Network,NA,NA,"in mourning for victims of COVID-19 in prisons, for safer prisons and releasing vulnerable prisoners during coronavirus pandemic",0,covid; criminal justice,NA,count video,25,35,30,1,0.0,0,0.0,0,0.0,0,0,0,NA,NA,NA,NA,NA,https://www.theolympian.com/news/local/article247740645.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.0378741,-122.9006951,Olympia,Thurston County,WA,53067
2021-12-14,Spokane,WA,Spokane City Hall,0,demonstration,NA,NA,Jewish Helping Hands,Jewish Helping Hands,NA,for more beds in low-barrier homeless shelters during winter,0,housing,housing,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,encamped in tents outside city hall,NA,NA,NA,https://www.krem.com/article/news/community/spokane-city-hall-tent-protest-homeless-shelter-space/293-b2b892db-3c78-4e29-b989-c5bf2d5f4599,https://www.spokesman.com/stories/2021/dec/14/spokane-orders-tents-gone-from-from-city-hall-prot/,https://www.krem.com/article/news/local/spokane-city-hall-tent-campers-given-notice-leave/293-5e7508e6-e671-48e4-8e63-d5f121fed096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,city gave protesters 48 hours to clear encampment,47.6579711,-117.4235319,Spokane,Spokane County,WA,53063
2020-08-22,Chicago,IL,near Mayor Lori Lightfoot's home,0,protest,NA,NA,general protesters,NA,NA,antiracism; against police brutality,1,policing; racism,NA,NA,NA,NA,NA,0,6.0,1,0.0,0,0.0,0,0,0,0,NA,NA,NA,NA,https://www.chicagotribune.com/news/breaking/ct-lightfoot-arrests-20200823-ofbclfdylzbtrd6fci7u5wn3va-story.html,https://chicago.suntimes.com/2020/8/23/21397831/protesters-arrested-lightfoot-logan-square-home-wrightwood-jesus-matters-movement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.878114,-87.629798,Chicago,Cook County,IL,17031
2020-07-15,Provo,UT,Provo City Justice Court,0,counter-protest,NA,20200717-provo-covid,general protesters,NA,NA,"for state coronavirus mandates, for compassion",0,covid,NA,NA,NA,NA,NA,0,0.0,0,0.0,0,0,0,0,0,NA,NA,NA,NA,NA,https://www.sltrib.com/news/education/2020/07/15/packed-meeting-utah/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2338438,-111.6585337,Provo,Utah County,UT,49049
2024-01-11,Ames,IA,1301 Buckeye Ave,0,rally,NA,NA,NA,NA,NA,"for Ron Desantis, Ron Desantis for president,",NA,presidency,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://iowastatedaily.com/287857/news/three-protesters-interrupt-desantis-rally-in-ames-one-tackled-on-stage/,https://www.news4jax.com/news/florida/2024/01/12/video-ron-desantis-campaign-event-interrupted-by-climate-protesters/,NA,https://www.fox35orlando.com/video/1395114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,counter protesters present,42.030781,-93.631913,Ames,Story County,IA,19169
2021-08-10,Brunswick,GA,Mary Ross Waterfront Park,0,rally,Democracy Can't Wait Rally,NA,Declaration for American Democracy Coalition,Declaration for American Democracy Coalition,NA,"for passage of the For the People Act, for voting rights, for democracy",1,democracy,democracy,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.mobilize.us/dfadcoalition/event/405225/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Democracy Can't Wait Rally,31.149953,-81.491489,Brunswick,Glynn County,GA,13127
2023-10-01,Jarrettsville,MD,NA,0,demonstration,National Life Chain,NA,NA,NA,NA,"against abortion, for Christian values",2,religion; reproductive rights,religion; reproductive rights,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.lifechain.org/participate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Life Chain,39.60455,-76.477742,Jarrettsville,Harford County,MD,24025
2021-05-07,Bethlehem,PA,"Lehigh Valley Friends Meeting House, 4116 Bath Pike",0,vigil,NA,NA,Lehigh Valley Friends,Lehigh Valley Friends,NA,Black Lives Matter,1,policing; racism,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.quakersbucks.org/events/lehigh-valley-black-lives-matter-vigil-may-7-2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.625932,-75.370458,Bethlehem,Northampton County,PA,42095
2020-11-10,Indianapolis,IN,University Park,0,protest; march,NA,20201110-indy-blm,Indy10 Black Lives Matter,NA,NA,"Black Lives Matter, for police accountability, for defunding police, for justice for Dreasjon Reed",1,policing; racism,NA,several dozen; more than 200,36,200,118,2,0,0,0.0,0,0,0,0,0,NA,NA,NA,NA,NA,https://www.wfyi.org/news/articles/protesters-march-downtown-after-grand-jury-doesnt-indict-officer-in-death-of-dreasjon-reed,https://www.indystar.com/picture-gallery/news/crime/2020/11/11/demonstrators-protest-grand-jury-decision-dreasjon-reed-shooting/6243373002/,https://www.ibj.com/articles/protesters-march-through-downtown-remaining-peaceful-until-rain-disperses-crowd,https://fox59.com/news/live-blog-protesters-gather-in-downtown-indy-following-grand-jury-decision-in-dreasjon-reed-case/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.768403,-86.158068,Indianapolis,Marion County,IN,18097
2022-09-24,Austin,TX,Carver Library; Texas State Capitol,0,rally; march,NA,NA,Elmer Geronimo Pratt Gun Club,Elmer Geronimo Pratt Gun Club,NA,"for Black liberation, for reparations to Black Americans, against white supremacy, for hate crime legislation to protect Black Americans, against illegal immigration, reparations now, guns up shoot back, what do we want? closed borders | when do we want it? now, free Marvin Guy",1,guns; immigration; legislative; racism,immigration; legislative; racism,count video,30,40,35,1,NA,0,NA,0,NA,0,NA,0,0,uniforms and tactical gear; openly carrying long guns and sidearms; tense conversations with participants in J6 rally,NA,NA,NA,https://twitter.com/FordFischer/status/1573726148042932227,https://twitter.com/FordFischer/status/1573726314087198721,https://twitter.com/FordFischer/status/1573824028229472256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"speaker says it's 3rd year of this march; focus was on no-knock warrants in yr 1 and case of Marvin Guy, a Black man detained w/o trial for 8 yrs after police raid, in yr 2",30.267153,-97.743061,Austin,Travis County,TX,48453
2022-02-24,San Diego,CA,NA,0,demonstration,NA,NA,Ukrainian community,NA,Ukrainian community,"against Russian invasion of Ukraine, for patriotism, protect our friends and family in Ukraine",0,foreign affairs; patriotism,foreign affairs; patriotism,count video,25,30,28,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://twitter.com/RichardNews8/status/1497021550012239900,https://twitter.com/MalikEarnest/status/1497030914668306433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.715738,-117.1610838,San Diego,San Diego County,CA,06073
