event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
CHN9296,24 December 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NA,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Kowloon City,NA,Hong Kong - Kowloon City,22.305,114.187,1,Wen Wei Po; The Standard,Subnational,"On 24 December 2020, citizen groups Johnny Patriotic 101 and DQaction protested outside media tycoon Jimmy Lai's home on Kadoorie Avenue in Ho Man Tin, Kowloon City district (Hong Kong) (coded as Hong Kong-Kowloon City) to protest his release on bail.",0,crowd size=no report,1611094731
CHN9295,24 December 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),HKFTU: Hong Kong Federation of Trade Unions; Labor Group (China),6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.281,114.16,1,Wen Wei Po,Subnational,"On 24 December 2020, many groups of citizens (including two members of HKFTU) petitioned and demonstrated at the Legislative Council in Central district (Hong Kong) (coded as Hong Kong-Central and Western) against the High Court's decision to release media tycoon Jimmy Lai on bail. They held up pickets to express their demands.",0,crowd size=no report,1611094737
CHN9294,24 December 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),ADPL: Hong Kong Association for Democracy and People's Livelihood; Government of China (2017-) Hong Kong Special Administrative Region; Labor Group (China),6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,NA,NA,Hong Kong,22.322,114.177,3,Inmediahk.net,Subnational,"On 24 December 2020, ADPL members, art and sports industry representatives and district councillors held a press conference in Hong Kong and demonstrated for self-employed workers to be eligible under the fourth round of government's coronavirus relief fund. They held up placards to express their demands.",0,crowd size=no report,1618442042
CHN9297,24 December 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Five Demands Movement,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Sha Tin,NA,Hong Kong - Sha Tin,22.378,114.198,1,Apple Daily Hong Kong,Subnational,"On 24 December 2020, a small number of citizens held a candlelight vigil gathering outside the Shatin Town Hall in Shatin district (Hong Kong) (coded as Hong Kong-Sha Tin) to 'commemorate the death of Hong Kong,' particularly the families of activists and protesters who were detained or extradited to mainland China. They sang the anti-ELAB anthem and other Christmas carols. Similar gatherings in at least three other districts were seemingly cancelled due to forewarned police presence. Two young men were arrested around the Town Hall for possession of slingshots and BB guns (participation in gathering was not reported).",0,crowd size=a small number,1646432974
CHN9287,21 December 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Labor Group (China); Health Workers (China),6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.281,114.16,1,HK01; RTHK,Subnational,"On 21 December 2020, 18 taxi, tour bus and cross-border bus drivers hung slogans on their vehicles, drove in a motorcade around the Government Headquarters in Central district (Hong Kong) (coded as Hong Kong-Central and Western), and sounded their horns to demand for eligibility under the fourth round of government's coronavirus relief fund. Labour unions (domestic, beauty and traditional Chinese medicine services) also petitioned and demonstrated outside the building for the direct deposit of financial relief to employees rather than companies, and other related demands.",0,crowd size=at least 18,1611094731
CHN9288,21 December 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),DP: Democratic Party (Hong Kong); Former Government of China (2017-) Hong Kong Special Administrative Region,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Sham Shui Po,NA,Hong Kong - Sham Shui Po,22.329,114.159,1,RTHK; HK01,Subnational,"On 21 December 2020, a former DP LegCo member and his supporters demonstrated outside the West Kowloon Magistrates' Courts in Cheung Sha Wan, Sham Shui Po District (Hong Kong) (coded as Hong Kong-Sham Shui Po) against the political persecution of anti-ELAB demonstrators. They shouted slogans and held up pickets.",0,crowd size=no report,1611094731
CHN9277,17 December 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NA,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Kowloon City,NA,Hong Kong - Kowloon City,22.305,114.187,1,RTHK,Subnational,"On 17 December 2020, a Wong Tai Sin District citizen group petitioned and demonstrated at the Hong Kong Housing Authority Headquarters in Ho Man Tin, Kowloon City district (Hong Kong) (coded as Hong Kong-Kowloon City) to demand for coronavirus mitigation measures, particularly the rapid completion of pipe and drainage inspections in public housing estates. They held up a banner.",0,crowd size=no report,1611094735
CHN9276,17 December 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NA,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.281,114.16,1,Wen Wei Po,Subnational,"On 17 December 2020, citizens rallied at the Government Headquarters in Central district (Hong Kong) (coded as Hong Kong-Central and Western) to protest against false news reporting, and the lack of regulatory measures regarding media publications.",0,crowd size=no report,1611094737
CHN9279,17 December 2020,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (China),Labor Group (China),6,NA,NA,0,60,NA,156,East Asia,China,Guangdong,Shenzhen,NA,Shenzhen,22.545,114.054,2,CLB (China),Other,"Around 17 December 2020 (as reported), as many as 100 workers protested in Shenzhen city (Guangdong) to demand for wage arrears owed by a construction site. They held up a banner.",0,crowd size=as many as 100,1621988654
CHN9278,17 December 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),DP: Democratic Party (Hong Kong); LJL: Land Justice League (Hong Kong); LSD: League of Social Democrats; Former Government of China (2017-) Hong Kong Special Administrative Region; Government of China (2017-) Hong Kong Special Administrative Region; CHRF: Civil Human Rights Front; Five Demands Movement,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Sham Shui Po,NA,Hong Kong - Sham Shui Po,22.329,114.159,1,Radio Free Asia,International,"On 17 December 2020, eight pro-democracy activists (CHRF convenor, former and current legislators and district councillors from DP, LSD, LJL) and other supporters demonstrated at the West Kowloon Magistrates' Courts in Cheung Sha Wan, Sham Shui Po district (Hong Kong) (coded as Hong Kong-Sham Shui Po) against political persecution, and called for the five demands. They held up a banner and shouted slogans.",0,crowd size=at least 8,1680633495
CHN9272,16 December 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),DP: Democratic Party (Hong Kong),6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Eastern,NA,Hong Kong - Eastern,22.282,114.221,1,HK01,Subnational,"On 16 December 2020, Democratic Party members held up placards at the Eastern Magistrates' Courts in Eastern district (Hong Kong) (coded as Hong Kong-Eastern) to demonstrate against charges brought against them for a previous protest held on 22 May, where they were accused of violating the coronavirus prevention measures.",0,crowd size=no report,1611094732
CHN9273,16 December 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NA,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Sham Shui Po,NA,Hong Kong - Sham Shui Po,22.329,114.159,1,Inmediahk.net,Subnational,"On 16 December 2020, four pro-establishment activists rallied at the West Kowloon Magistrates' Courts in Cheung Sha Wan, Sham Shui Po district (Hong Kong) (coded as Hong Kong-Sham Shui Po) to support the judge chosen to handle a court case involving a pro-democracy media mogul.",0,crowd size=4,1611094732
CHN9268,15 December 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),DP: Democratic Party (Hong Kong); Government of China (2017-) Hong Kong Special Administrative Region,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Eastern,NA,Hong Kong - Eastern,22.282,114.221,1,Inmediahk.net,Subnational,"On 15 December 2020, many DP Shatin district councillors petitioned and demonstrated at the Town Planning Board in North Point Government Offices, Eastern district (Hong Kong) (coded as Hong Kong-Eastern) against the rezoning of green belt areas around the Ma On Shan Country Park for private and public housing developments. They held up a banner.",0,crowd size=many,1611094732
CHN9267,15 December 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NA,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.281,114.16,1,Wen Wei Po,Subnational,"On 15 December 2020, citizens protested at the US Consulate-General in Central district (Hong Kong) (coded as Hong Kong-Central and Western) for the US government to launch an investigation into Apple Daily (a Hong Kong news outlet), for false news reporting smearing the candidacy of then-US presidential nominee Joe Biden.",0,crowd size=no report,1611094737
CHN9269,15 December 2020,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (China),Labor Group (China),6,NA,NA,0,60,NA,156,East Asia,China,Guangdong,Shenzhen,NA,Shenzhen,22.545,114.054,2,CLB (China),Other,"Around 15 December 2020 (as reported), as many as 100 workers protested in Shenzhen city (Guangdong) to demand for wage arrears owed by a company.",0,crowd size=as many as 100,1621988654
CHN9264,14 December 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NA,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Sai Kung,NA,Hong Kong - Sai Kung,22.307,114.26,1,Wen Wei Po,Subnational,"On 14 December 2020, citizens protested at Next Media office headquarters in Tseung Kwan O, Sai Kung district (Hong Kong) (coded as Hong Kong-Sai Kung) against alleged false news reporting by local media outlet Apple Daily, and celebrated the recent arrest of the company's top executive Jimmy Lai.",0,crowd size=no report,1611094737
CHN9265,14 December 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Greenpeace,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Sha Tin,NA,Hong Kong - Sha Tin,22.378,114.198,1,Inmediahk.net; Sing Tao Canada; HK01,Subnational-International,"On 14 December 2020, 4 environmental groups (including Conservancy Association and Greenpeace) demonstrated at the Ma On Shan Country Park, Shatin district (Hong Kong) (coded as Hong Kong-Sha Tin) against the rezoning of green belt areas around the Park for private and public housing developments.",0,crowd size=no report,1680633592
CHN9220,12 December 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),ADPL: Hong Kong Association for Democracy and People's Livelihood; Government of China (2017-) Hong Kong Special Administrative Region; Labor Group (China),6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,NA,NA,Hong Kong,22.322,114.177,3,The Stand News,Subnational,"On 12 December 2020, the ADPL and district councillors (Yuen Long, Sham Shui Po) held a press conference in Hong Kong to demand for equal pay amongst all sanitation workers contracted under the Housing Authority. They held up placards to express their demands.",0,crowd size=no report,1618442042
CHN9241,10 December 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Falun Gong Group (China),6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.281,114.16,1,Inmediahk.net; The Stand News,Subnational,"On 10 December 2020, the Hong Kong Association of Falun Dafa protested at the Liaison Office of the Central People's Government in Western district (Hong Kong) (coded as Hong Kong-Central and Western) on Human Rights Day, to call for an end to the persecution of Falun Gong practitioners and the release of all imprisoned practitioners.",0,crowd size=no report,1611094731
CHN9204,10 December 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),ADPL: Hong Kong Association for Democracy and People's Livelihood; Government of China (2017-) Hong Kong Special Administrative Region,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.281,114.16,1,Inmediahk.net,Subnational,"On 10 December 2020, ADPL members, a district councillor and three organisations field a complaint at the Office of the Ombudsman in Sheung Wan, Western district (Hong Kong) (coded as Hong Kong-Central and Western) against the Home Affairs Department for delaying the passing of several budget allocations. They held up placards to express their demands.",0,crowd size=no report,1611094733
CHN9238,10 December 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),DHKC: Defend Hong Kong Campaign,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.281,114.16,1,Wen Wei Po,Subnational,"On 10 December 2020, four members of two citizen groups (including DHKC) petitioned and demonstrated at the Court of Final Appeal in Central district (Hong Kong) (coded as Hong Kong-Central and Western) for an investigation into professional misconduct of judicial officers in the handling of criminal cases related to the anti-ELAB demonstration, after many facing charges fled abroad while bailed. They held up placards.",0,crowd size=4,1611094737
CHN9240,10 December 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),DHKC: Defend Hong Kong Campaign,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Wan Chai,NA,Hong Kong - Wan Chai,22.278,114.175,1,Wen Wei Po,Subnational,"On 10 December 2020, four members of two citizen groups (DHKC) (coded as Hong Kong-Wan Chai) petitioned and demonstrated at the Hong Kong Police Headquarters in Wanchai district (Hong Kong) (coded as Hong Kong-Wan Chai) for an investigation into professional misconduct of judicial officers in the handling of criminal cases related to the anti-ELAB demonstration, after many facing charges fled abroad while bailed. They held up placards.",0,crowd size=4,1611094737
CHN9632,10 December 2020,2020,1,Political violence,Violence against civilians,Attack,Police Forces of China (2012-),NA,1,Civilians (China),Prisoners (China),7,17,Civilian targeting,156,East Asia,China,Guangdong,Shenzhen,NA,Shenzhen,22.545,114.054,1,Weiquanwang,Other,"On 10 December 2020, a political dissident was detained in Futian district (Shenzhen) (coded as Shenzhen-Futian), and repeatedly assaulted by the police when they brought him to a hospital for nucleic acid testing and blood tests. Earlier that day, the victim was handed an order for immediate detention of nine hours while visiting the Futian District Courts to inquire about the shops that were shuttered and auctioned off during his last imprisonment. Due to widespread public awareness, he was released without further administrative detention.",0,NA,1621988663
CHN9234,09 December 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NA,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Kwun Tong,NA,Hong Kong - Kwun Tong,22.311,114.223,1,The Stand News; RTHK,Subnational,"On 9 December 2020, two homeless persons concern groups protested at the Kwun Tong Pier in Kwun Tong district (Hong Kong) (coded as Hong Kong-Kwun Tong) for the postponement of the Food and Environmental Hygiene Department's floor cleaning operation, in hopes that the homeless would not have to seek a new shelter amidst cold weather conditions. They also called for the construction of temporary shelters in empty spaces within the district.",0,crowd size=no report,1611094731
CHN9245,09 December 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Government of China (2017-) Hong Kong Special Administrative Region; Teachers (China); HKPTU: Hong Kong Professional Teachers' Union,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,NA,NA,Hong Kong,22.322,114.177,3,The Stand News,Subnational,"On 9 December 2020, the Hong Kong Professional Teachers' Union and a former legislator (education constituent) held a press conference in Hong Kong to demand that the government redact their proposal to reform the liberal studies subject in secondary schools, calling it a form of political oppression. They held up placards to express their demands.",0,crowd size=no report,1631034599
CHN9233,09 December 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NA,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Eastern,NA,Hong Kong - Eastern,22.282,114.221,1,Wen Wei Po,Subnational,"On 9 December 2020, citizens protested at the Facebook office headquarters in Quarry Bay, Eastern district (Hong Kong) (coded as Hong Kong-Eastern) after the social media platform shut down a self-claimed patriotic 'SaveHK' Facebook group without notice or explanation.",0,crowd size=no report,1646432975
CHN9243,08 December 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Five Demands Movement,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Sai Kung,NA,Hong Kong - Sai Kung,22.307,114.26,1,Apple Daily Hong Kong; Ming Pao,Subnational,"On 8 December 2020, around 20 citizens demonstrated at Sheung Tak Car Park in Tseung Kwan O, Sai Kung district (Hong Kong) (coded as Hong Kong-Sai Kung) to mark the 13th month death anniversary of a student who fell to his death while participating in the anti-ELAB demonstrations last year. They held up placards, and brought flowers and candles as a sign of protest. The police cordoned off the area and asked citizens to leave. A citizen was arrested for throwing his backpack to the ground during a quarrel with the police.",0,crowd size=around 20,1611094731
CHN9231,08 December 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NA,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Wan Chai,NA,Hong Kong - Wan Chai,22.278,114.175,1,Wen Wei Po,Subnational,"On 8 December 2020, pro-Beijing political organisation Politihk Social Strategic petitioned and protested at the Hong Kong Police Headquarters in Wanchai district (Hong Kong) (coded as Hong Kong-Wan Chai) for an investigation into a former DP legislator, who had recently gone into exile abroad while on bail for several criminal charges tied to the anti-ELAB demonstration last year. They held up placards.",0,crowd size=no report,1611094737
CHN9167,08 December 2020,2020,1,Strategic developments,Strategic developments,Arrests,Police Forces of China (2017-) Hong Kong Police Force,NA,1,Civilians (China),CHRF: Civil Human Rights Front; DP: Democratic Party (Hong Kong); Former Government of China (2017-) Hong Kong Special Administrative Region; Government of China (2017-) Hong Kong Special Administrative Region; LJL: Land Justice League (Hong Kong); LSD: League of Social Democrats,7,17,NA,156,East Asia,China,Hong Kong,NA,NA,Hong Kong,22.322,114.177,3,Radio Free Asia,Regional,"Arrests: On 8 December 2020, eight pro-democracy political figures, former legislators and current district councillors (CHRF convenor, DP, LJL, LSD) were arrested in Hong Kong for three charges - of inciting, organising and taking part in an unauthorised assembly - in relation to two large public rallies on 30 Jun and 1 Jul against the passing and implementation of the National Security Law. It was alleged that the arrests were conducted as countermeasures by the Chinese and Hong Kong government to a newly imposed round of US sanctions.",0,NA,1688154672
CHN9223,07 December 2020,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (China),Labor Group (China),6,NA,NA,0,60,NA,156,East Asia,China,Guangdong,Shenzhen,NA,Shenzhen,22.545,114.054,2,CLB (China),Other,"Around 7 December 2020 (as reported), as many as 100 workers protested in Shenzhen city (Guangdong) to demand for wage arrears owed by a construction site. Some scuffles were reported between one of the workers and a security guard after the security guard attempted to block the worker during the demonstration.",0,crowd size=as many as 100,1621988653
